product_code,product_name,brand,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nutrition-score-fr,nova-group,fruits-vegetables-nuts-estimate-from-ingredients_100g
3187570015317,Deca Aqua,Malongo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0
3256224221302,Yaourt nature 4x125g,U,43.0,182.0,4.7,4.7,1.0,0.7,3.8,0.0,0.12,0.048,,4.0,0.0
3560071082727,Penne rigate Semi-Complets,"Carrefour BIO,Carrefour",345.0,1460.0,67.0,3.3,1.8,0.1,13.0,5.2,0.03,0.012,,1.0,5.0
3560071175733,Filets de maquereaux blancs,Carrefour Extra,97.0,406.0,0.6,0.0,3.7,1.0,15.0,0.5,0.8,0.4,,4.0,12.0
3270160860234,Saumon en croûte d'amande,Picard,143.0,597.0,14.0,1.4,7.5,3.3,6.6,1.2,0.56,0.224,,3.0,18.1
3760087361001,Poudre de cacao cru BIO et EQUITABLE(sans sucre) - sachet,"ETHNOSCIENCE, Ecoidées",363.0,1520.0,25.5,0.77,11.5,7.2,25.6,27.7,0.03,0.012,,1.0,0.0
3564707142977,Boisson Épeautre,"Bio Village, Marque Repère",55.0,230.9,9.8,6.3,1.4,0.2,0.5,0.5,0.1,0.04,,3.0,0.0
3421557502576,Crok' fondant noisettes,Terres & céréales Bio,437.0,1836.0,59.0,17.0,15.0,2.2,12.0,9.3,0.12,0.048,,4.0,10.0
3033491728167,Hipro Saveur Coco,Danone,56.166348,253.1,5.5,5.1,0.5,0.3,8.3,2.5,0.17,0.068,,4.0,0.25
3279840003091,Brioche tranchée bio,"Brioche Fonteneau, Brioches Fonteneau",349.0,1434.5,49.0,11.0,12.0,8.2,8.7,1.2,1.0,0.4,,4.0,0.0
8720608007417,Yellow Label,Lipton,4.0,17.0,0.5,0.5,0.5,0.1,0.5,0.0,0.01,0.004,,1.0,0.0
3073781175011,La Vache qui rit légère 16 portions,"La vache qui rit, bel",152.0,636.0,6.0,6.0,8.0,5.3,14.0,2.5,1.5,0.6,,4.0,0.0
3265470036301,La mayonnaise classique bio,Lesieur,664.0,2733.0,2.3,1.3,72.0,9.1,1.2,0.0,1.4,0.56,,4.0,0.0
7610036002751,Chocolat Villars Lait Suisse 100g,Villars,555.0,2315.0,52.0,51.0,35.0,21.0,7.6,1.9,0.31,0.124,,4.0,0.0
8480000237736,Chocolate negro 72%,Hacendado,568.0,2356.0,32.0,27.0,42.0,26.0,10.0,11.0,0.03,0.012,,4.0,0.2653808593749965
6111242106932,Jutos,Jaouda تبارك وتعالى,45.0,188.0,11.4,10.7,0.0,0.0,0.0,6111242106933.0,0.5,0.2,,4.0,0.2653808593749965
3033491916526,Skyr Fraise,"Danone,Skyr",75.0,317.0,9.7,9.0,0.2,0.1,8.5,2.5,0.08,0.032,,4.0,5.88125
3270720018082,Amandes grillées,Daco Bello,629.0,2602.0,9.4,4.4,51.0,4.0,27.0,13.0,0.03,0.012,,1.0,100.0
8901009111631,,,286.0,1194.0,16.96,4.4,6.95,1.6,6.5,2.5,0.355,0.138,,4.0,0.2653808593749965
5060245605397,Micronised Creatine Powder,Optimum Nutrition,286.0,0.0,16.96,4.4,6.95,1.6,6.5,2.5,0.355,0.138,,4.0,0.0
3760324300138,Knax végétales & gourmandes,HappyVore,151.0,628.0,2.5,0.5,9.8,0.7,11.0,4.1,1.6,0.64,,4.0,11.3636363636364
6111248552122,Thon Entier à l'Huile Végétale,Mario,286.0,1194.0,16.96,4.4,6.95,1.6,6.5,2.5,0.355,0.138,,4.0,0.2653808593749965
8008343299671,,Rummo,66.922,300.1,6.6,5.0,4.4,0.5,1.1,0.8,1.0,0.4,,3.0,9.85982142857143
6111266750746,Délice de cacahuètes,Révey,574.0,1194.0,49.0,4.4,41.0,16.0,5.0,2.5,1.0,0.4,,4.0,0.2653808593749965
4056489687344,Müesli crunchy,"Crownfield, Lidl",459.0,1924.4,63.4,26.9,17.5,4.9,8.7,6.4,0.33,0.132,,4.0,0.0
4056489774754,Sirop d'érable,Maribel,360.0,1530.0,90.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0
40879321,Tomates pelées bio,Lidl Baresa,20.0,120.1,4.6,4.6,0.3,0.0,1.2,1.3,0.025,0.01,,1.0,99.9
6111252420035,Pepsi 1L,Pepsi,42.0,187.0,11.0,11.0,0.0,0.0,0.0,2.5,0.0,0.0,,4.0,0.2653808593749965
5900617013064,Sante Baton Proteinowy Go On Kakaowy,Go On,416.0,1792.2,44.0,29.0,17.0,9.2,20.0,9.4,0.01,0.004,,4.0,0.0
8410111211004,Atún Gran Sabor Isabel,Isabel,198.0,1194.0,0.0,0.0,10.0,1.5,27.0,2.5,1.2,0.48,,4.0,0.2653808593749965
4056489362821,Quinoa & boulgour,"Golden Sun, Lidl",351.0,1480.0,62.0,6.1,4.0,0.4,12.0,9.3,0.01,0.004,,1.0,0.0
8720182305930,Sauce Algérienne,Amora,293.0,1227.0,13.0,8.9,26.0,2.1,1.0,0.8,1.5,0.6,,4.0,30.7
5711953090875,Puck,Arla Foods,325.0,1372.5,2.5,4.4,32.5,22.5,7.5,2.5,3.25,1.3,,15.0,0.0
3599741006787,Crousti'Express la classique,Findus,257.0,1073.0,28.0,0.5,13.0,1.0,4.0,6.0,0.1,0.04,,4.0,0.0
3154230809272,HERTA LE BON PARIS Jambon à l'étouffée x2 - 85g,"HERTA, Le Bon Paris",104.7,442.1,0.0,0.0,2.3,1.3,21.0,0.0,1.8,0.72,,4.0,0.09140625
3229820802077,Lait  épeautre  sans  sucre,Bjorg,28.0,127.9,5.5,0.5,0.7,0.1,0.5,2.5,0.125,0.05,,3.0,0.0
8410510050044,Dulcinea,Dulcinea,539.0,1194.0,61.0,60.0,31.0,3.8,3.3,1.5,0.24,0.096,,4.0,0.2653808593749965
3504182960345,Tomates cerises allongées,"Azura, Disma International",286.0,1194.0,16.96,4.4,6.95,1.6,6.5,2.5,0.355,0.138,,1.0,100.0
8052575092104,Nocciolata,Rigoni di Asiago,494.0,2067.0,55.0,24.0,25.0,6.8,1.0,3.8,0.51,0.204,,4.0,23.0
7394376621932,Barista Edition Haferdrink,Oatly!,61.0,256.8,7.1,3.4,3.0,0.3,1.1,0.8,0.1,0.04,,3.0,5.0
3387390331523,NESTLE CHEERIOS Céréales 375g,"Nestlé, Cheerios",377.0,1592.0,72.5,22.2,3.7,0.7,8.9,9.1,0.63,0.252,,4.0,0.2653808593749965
3256228666123,Houmous 160g,"U, U Bio",312.0,1292.0,9.5,0.5,27.0,3.3,6.3,5.3,0.86,0.344,,3.0,58.6875
8002802103011,Huile d'olive vierge extra biologique,ELISA,900.0,3700.0,0.0,0.0,100.0,15.0,0.0,0.0,0.0,0.0,,2.0,100.0
3770008500198,Purée d'amandes complètes toastées,Go Nuts,594.0,2487.0,6.5,4.0,63.0,5.5,17.5,7.7,0.0,0.0,,4.0,0.2653808593749965
4056489955184,Confiture d'abricots allégée en sucres,Maribel,165.0,702.0,38.5,37.2,0.2,0.1,0.5,2.5,0.01,0.004,,4.0,64.0
3760056266276,Ricotta,CASA AZZURA,95.0,397.5,4.0,2.90000009536743,5.0,3.59999990463257,8.5,2.5,0.23,0.092,,4.0,0.0
