product_code,product_name,brand,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nutrition-score-fr,nova-group,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
8423352861402,Bebida de Avena,"Alitey,Liquats Vegetals",47.0,198.0,8.2,5.4,0.7,0.1,1.6,0.7,0.03,0.012,,1.0,0.0,0.6585365853658538,Low,Low Sugar,No
3183280017337,Sel Fin,La baleine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,39.0,,2.0,0.0,0.0,Low,Low Sugar,No
20711115,cassonade,"Lidl, navarre",400.0,1727.0,100.0,98.9,0.5,0.5,0.5,0.0,0.01,0.004,,2.0,0.0,0.9890000000000001,Moderate,High Sugar,No
8410300349051,Caldo casero de pollo,Gallina Blanca,5.0,21.0,0.2,0.1,0.3,0.0,0.4,0.0,0.75,0.3,,4.0,1.1,0.5,Low,Low Sugar,Yes
3023290234853,Yaourt vanille de Madagascar,"Nestlé, La Laitière",95.0,387.0,12.9,12.9,3.2,2.1,2.9,0.0,0.1175,0.047,,4.0,0.0,1.0,Low,Low Sugar,Yes
3023290036686,Riz au lait,"Nestlé, La Laitière",144.0,605.7,25.6,15.8,3.3,2.2,2.8,0.1,0.2,0.08,,3.47826086956522,0.0,0.6171875,Low,Low Sugar,No
50160884,Vegan Bouillon powder,Marigold,241.0,1011.0,30.6,3.9,8.4,0.9,9.6,0.0,43.8,17.52,,3.0,11.7676282051282,0.12745098039215685,Low,Low Sugar,No
4014400901191,Merci,Storck,573.0,2317.0,49.7,48.0,37.5,19.9,7.6,2.5,0.17,0.068,,4.0,7.2,0.96579476861167,High,High Sugar,Yes
3245412511561,Yaourt à la GRECQUE NATURE,Carrefour,107.0,443.0,4.4,4.0,8.5,6.0,3.2,2.5,0.09,0.036,,3.0,0.0,0.9090909090909091,Low,Low Sugar,No
8480000511102,Mozzarella Pizza-Roma,HACENDADO,283.0,1176.0,2.5,0.8,21.0,13.0,21.0,2.5,1.0,0.4,,3.0,0.0,0.32,Low,Low Sugar,No
3760020508593,Lentilles vertes,"Jardin bio, Léa Nature",128.0,538.0,17.0,1.2,1.7,0.2,8.3,5.6,0.7,0.28,,3.0,32.7,0.07058823529411765,Low,Low Sugar,No
3270160860333,"Poêlée de gnocchis (tomates, mozzarella)",Picard,159.0,671.0,24.0,8.4,4.1,1.4,5.2,2.7,0.6,0.24,,3.0,32.7652919501134,0.35000000000000003,Low,Low Sugar,No
3609200010054,Rice crackers sea salt,N.A! Nature Addicts,429.0,1814.0,82.0,0.8,8.0,2.0,6.9,0.8,1.1,0.44,,4.0,0.0,0.00975609756097561,Moderate,Low Sugar,Yes
6111032007968,Crème caramel,Danone,286.0,1194.0,16.96,4.4,6.95,1.6,6.5,2.5,0.355,0.138,,4.0,0.0,0.25943396226415094,Low,Low Sugar,Yes
6111179003847,Nectar Orange,Al Boustane,46.0,227.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.2653808593749965,0.9166666666666666,Low,Low Sugar,Yes
8410076600448,Nature valley crunchy oats and berries,Nature Valley,452.38,1900.0,71.42,30.2381,16.9,2.61905,7.38,6.19048,0.66667,0.26667,,9.52380952380952,11.2727272727273,0.42338420610473254,Moderate,Moderate Sugar,No
6111184000190,Konfitura Morelowa 240g*EL Baraka*,"el baraka, Al baraka",240.0,1059.0,60.0,60.0,0.0,0.0,0.6,0.5,0.025,0.01,,4.0,50.0,1.0,Low,High Sugar,Yes
6111126000905,قشدة طرية,CHERGUI,286.0,1194.0,16.96,4.4,6.95,1.6,6.5,2.5,0.355,0.138,,1.0,0.0,0.25943396226415094,Low,Low Sugar,No
3017760472890,BelVita Original Petit Déjeuner pépites de chocolat,"LU, belVita",436.0,1832.0,66.0,16.0,14.0,2.0,8.6,7.1,0.85,0.34,,4.0,0.0,0.24242424242424243,Moderate,Low Sugar,Yes
3038352880305,Le Ravioli pur boeuf,Panzani,91.0,384.0,13.0,1.4,2.3,0.8,3.8,1.6,0.75,0.3,,4.0,17.0454545454546,0.10769230769230768,Low,Low Sugar,Yes
20468583,Kichererbsen,"Freshona, Sol & Mar",117.0,491.0,15.0,1.2,2.4,0.5,6.3,7.6,0.6,0.0004,,3.0,85.5180309101317,0.08,Low,Low Sugar,No
3229820780955,Galette Épeautre Son d'Avoine,Bjorg,370.0,1563.0,64.0,0.7,2.9,0.6,17.0,9.8,0.2,0.08,,3.0,0.0,0.0109375,Moderate,Low Sugar,No
5411188122661,"Alpro Mandeldrink Weiß Ungesüßt, Ungeröstet 1 LT",Alpro,13.0,56.0,0.0,0.0,1.1,0.1,0.5,0.2,0.14,0.056,,4.0,2.3,0.0,Low,Low Sugar,Yes
5053990167807,Pringles Original,"Kellogg's, Pringles",528.0,2203.0,54.0,0.9,31.0,3.0,6.2,4.1,1.0,0.4,,4.0,0.0,0.016666666666666666,High,Low Sugar,Yes
8480000205124,Yogur estilo griego natural,Hacendado,129.0,1194.0,3.9,3.9,10.8,6.7,6.5,0.12,0.355,0.138,,3.0,0.0,1.0,Low,Low Sugar,No
3273220080108,SOJA NATURE SANS SUCRES,Sojasun,32.0,133.0,0.5,0.5,1.8,0.3,3.3,2.5,0.07,0.028,,1.0,0.0,1.0,Low,Low Sugar,No
3564700257647,Chocolat noir 85% cacao,"Marque Repère, Equador",561.0,2322.0,24.0,16.0,43.0,28.0,11.0,17.0,0.0,0.0,,3.0,0.0,0.6666666666666666,High,Low Sugar,No
3250390010364,"Fromage blanc 3,2% de matière grasse","Pâturages, Sélection Intermarché",75.0,314.0,4.3,4.3,3.2,2.1,7.2,0.5,0.13,0.052,,3.0,0.0,1.0,Low,Low Sugar,No
3265479724001,Vinaigrette Balsamique Ciboulette - Echalotes,Puget,304.0,1229.9,2.4,1.4,32.0,3.8,0.3,2.5,2.2,0.88,,4.0,34.6375,0.5833333333333334,Moderate,Low Sugar,Yes
3017760221597,14 Gaufrettes saveur Cacao,"Brun, Mondelez",512.0,2142.0,62.0,39.0,26.0,16.0,5.6,3.1,0.29,0.116,,4.0,0.0,0.6290322580645161,High,Moderate Sugar,Yes
8001665705417,Ravioli bio au blé complet épinards ricotta burrata,Giovanni Rana,254.0,1064.0,27.0,4.1,11.0,2.6,9.9,3.7,0.96,0.384,,4.0,19.0,0.15185185185185185,Low,Low Sugar,Yes
3760049798616,8 Pains au lait frais Bio à la farine complète 280g,la boulangère,359.0,1507.0,49.0,11.0,13.0,1.2,9.4,4.2,0.9,0.36,,4.0,0.0,0.22448979591836735,Moderate,Low Sugar,Yes
3250392712525,skyr nature 460g,paturage,54.3,226.0,4.4,3.7,0.1,0.0,8.7,0.5,0.08,0.032,,1.0,0.0,0.8409090909090908,Low,Low Sugar,No
3564707095723,Boisson au soja nature bio,"Bio Village, Marque Repère",37.0,154.0,1.1,0.7,1.8,0.4,3.7,0.7,0.01,0.004,,1.0,8.0,0.6363636363636362,Low,Low Sugar,No
3560071406073,SKYR Nature,Carrefour,52.0,219.0,4.0,3.6,0.0,0.0,8.9,0.0,0.11,0.044,,1.0,0.0,0.9,Low,Low Sugar,No
8410376037883,Cookies sin glúten sin azúcares añadidos,Gullón,444.0,1859.0,63.0,0.7,23.0,6.0,5.5,4.5,0.58,0.232,,4.0,0.0,0.01111111111111111,Moderate,Low Sugar,Yes
3029330068518,Pavé complet 350g,Jacquet,265.0,1119.0,47.0,4.2,2.7,0.4,10.0,6.3,1.2,0.48,,4.0,2.78194444444446,0.08936170212765958,Low,Low Sugar,Yes
4056489546085,Bio crackers,maître Jean pierre,442.0,1851.0,47.0,2.4,18.0,4.8,18.0,10.0,1.8,0.72,,3.0,15.0,0.05106382978723404,Moderate,Low Sugar,No
3564707186315,Muesli croustillant 3 noix,"Bio Village, Marque Repère",446.0,1872.0,64.0,17.0,15.0,1.8,11.0,7.6,0.01,0.004,,3.0,9.9,0.265625,Moderate,Low Sugar,No
5900020043481,Nestle fitness protein cocoa 0% added sugar,,351.0,1477.0,64.1,0.8,5.1,1.4,12.1,12.4,0.89,0.356,,4.0,0.0,0.012480499219968801,Moderate,Low Sugar,Yes
3392590205765,Pâte à pizza,Croustipate,249.0,1054.0,47.0,4.7,1.3,0.2,7.3,1.8,1.1,0.44,,4.0,1.16666666666667,0.1,Low,Low Sugar,Yes
7612100018477,Ovomaltine crunchy,Ovo maltine,547.0,2284.0,59.4,50.1,32.4,5.5,3.7,2.5,0.2,0.08,,4.0,10.9715909090909,0.8434343434343434,High,High Sugar,Yes
3033491704642,Skyr nature 0%,Danone,57.0,243.7,3.9,3.9,0.2,0.1,10.0,2.5,0.0895833333333333,0.0358333333333333,,0.833333333333333,0.0,1.0,Low,Low Sugar,No
3017760544795,La Paille d'Or aux fraises,"LU, Mondelez",363.0,1539.0,82.0,51.0,1.1,0.2,4.2,1.9,0.22,0.088,,4.0,26.2,0.6219512195121951,Moderate,High Sugar,Yes
3225355490925,BLE 70CL DELICES AGRUMES PULCO,Pulco,286.0,1194.0,16.96,4.4,6.95,1.6,6.5,2.5,0.355,0.138,,4.0,0.2653808593749965,0.25943396226415094,Low,Low Sugar,Yes
3036811363161,Mouliné de 10 légumes,Liebig,37.0,157.0,5.4,1.3,1.1,0.3,0.7,1.2,0.67,0.268,,4.0,55.335,0.24074074074074073,Low,Low Sugar,Yes
40122274,Cornichons aigres-doux Recette Paysanne,Kûhne,30.0,126.0,4.9,4.7,0.2,0.1,0.9,2.5,1.3,0.52,,4.0,73.1117647058823,0.9591836734693877,Low,Low Sugar,Yes
3175681257511,Biscuits à l'orange Orange et au graines de Chia,"Gerblé, Gerblé Bio",452.0,1896.0,65.0,18.0,16.0,1.5,8.6,6.6,0.22,0.088,,4.0,0.9,0.27692307692307694,Moderate,Low Sugar,Yes
3265471024086,Cœur de Tournesol,Lesieur,286.0,1194.0,16.96,4.4,6.95,1.6,6.5,2.5,0.355,0.138,,2.0,0.0,0.25943396226415094,Low,Low Sugar,No
3387390320008,FITNESS CHOC Barres Céréale 6x23.5g,"Fitness,Nestlé",382.0,1609.0,65.5,17.0,9.1,2.9,7.7,7.7,0.33,0.132,,4.0,0.2653808593749965,0.2595419847328244,Moderate,Low Sugar,Yes
3560071266950,100% Cacao,"Carrefour BIO, Carrefour",61.0,254.0,5.0,4.2,2.1,1.4,4.5,1.9,0.1,0.04,,1.0,0.0,0.8400000000000001,Low,Low Sugar,No
3760049794380,Pain de mie grandes tranches nature sans sucres ajoutés 500G,Bien,286.0,1206.0,48.0,2.4,6.3,0.6,7.6,3.5,1.1,0.44,,4.0,0.0,0.049999999999999996,Low,Low Sugar,Yes
7610700015445,50G RICOLA CITRON MELISSE,Ricola,238.0,991.0,97.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,4.0,0.15,0.0,Low,Low Sugar,Yes
3038359011481,Sauce basilic aux tomates fraîches de saison,Panzani,62.0,259.0,8.0,6.3,2.3,0.3,1.6,1.3,0.89,0.356,,4.0,93.4,0.7875,Low,Low Sugar,Yes
3256228686619,"Flocons d'avoine, paquet 500g","U, U Bio",364.0,1533.0,56.0,1.2,6.9,0.6,14.0,11.0,0.01,0.004,,1.0,0.0,0.02142857142857143,Moderate,Low Sugar,No
3174061039099,Confiture abricot,Léonce Blanc,166.0,705.0,40.0,37.0,0.5,0.1,0.6,1.4,0.03,0.012,,4.0,75.0,0.925,Low,Moderate Sugar,Yes
3256229255630,Céréales Granola Noix & Graines 350G,U,454.0,1902.0,56.0,13.0,18.0,2.0,13.0,7.7,0.01,0.004,,3.0,11.0,0.23214285714285715,Moderate,Low Sugar,No
5059319023250,Coco Pop’s Chocos,Kellogg's,380.0,1607.66666666667,76.6666666666667,22.0,2.33333333333333,1.0,10.0,6.0,0.00166666666666667,0.000666666666666667,,13.3333333333333,0.0,0.28695652173913033,Moderate,Moderate Sugar,No
3700214610480,Sucre Cmplet Muscovado,Alter Eco,394.0,1675.0,98.0,95.0,0.0,0.0,0.5,0.0,0.07,0.028,,2.0,0.0,0.9693877551020408,Moderate,High Sugar,No
3100881040809,ST YORRE Eau Minérale Naturelle Naturellement Gazeuse 1.15 L,"St yorre,VichyST Yorre",286.0,1194.0,16.96,4.4,6.95,1.6,6.5,2.5,0.427,0.1708,,1.0,0.0,0.25943396226415094,Low,Low Sugar,No
3608580823513,Confiture fruits rouges intenses,Bonne Maman,165.0,699.0,39.0,39.0,0.2,0.0,0.6,2.3,0.0,0.0,,4.0,0.2653808593749965,1.0,Low,Moderate Sugar,Yes
8410076421449,Sauce apéritif Guacamole,Old el paso,77.0,321.0,9.5,3.0,3.2,0.6,1.7,1.5,0.85,0.34,,4.0,63.875,0.3157894736842105,Low,Low Sugar,Yes
20177201,Шоколад с 6% парченца малини,J.D.GROSS,69.0,286.0,4.5,3.6,4.9,3.0,1.0,1.4,0.01,0.004,,4.0,0.0,0.8,Low,Low Sugar,Yes
3229820794631,Galettes aux 4 céréales.,Bjorg,379.0,1605.4,80.0,0.6,2.2,0.5,8.0,3.5,0.2,0.08,,3.0,0.0,0.0075,Moderate,Low Sugar,No
3095758914010,Allumettes de Jambon,Fleury Michon,113.333333333333,474.666666666667,1.86666666666667,1.86666666666667,3.73333333333333,1.46666666666667,18.6666666666667,2.5,1.86666666666667,0.746666666666667,,5.33333333333333,1.24289772727273,1.0,Low,Low Sugar,No
3478820043625,Spaghetti au Quinoa Tomate,"Jardin bio, Léa Nature, Jardin Bio Eric",366.0,1551.0,74.0,2.5,1.9,0.25,11.0,4.5,0.017,0.0068,,4.0,0.0,0.033783783783783786,Moderate,Low Sugar,Yes
3478822005249,Ketchup,Jardin bio,102.0,430.0,22.0,21.0,0.5,0.1,1.2,2.1,2.3,0.92,,3.0,73.0,0.9545454545454546,Low,Moderate Sugar,No
3175680018939,Biscuit muesli avoine Gerblé,Gerblé,455.0,1907.0,60.0,14.0,18.0,1.6,9.4,7.7,0.25,0.1,,4.0,18.3625,0.23333333333333334,Moderate,Low Sugar,Yes
4056489210016,Muesli 4 nuts,"Crownfield,Lidl",454.0,1904.0,61.1,18.1,16.9,4.9,10.3,8.1,0.08,0.032,,4.0,10.17,0.29623567921440264,Moderate,Low Sugar,Yes
8710605030051,Sriracha Sauce Hot Chilli Sauce,Go-Tan,131.0,548.0,28.0,24.0,0.26,0.0,2.1,0.0,9.835,3.934,,4.0,63.8571428571429,0.8571428571428571,Low,Moderate Sugar,Yes
3175681225107,"Tendres carrés de blé aux aubergine, poivron,  basilic",Céréal bio,191.0,803.0,19.0,3.9,6.0,0.7,14.0,2.5,0.98,0.392,,4.0,36.7,0.20526315789473684,Low,Low Sugar,Yes
3175681120556,"Orge, lentilles vertes, riz rouge au naturel",Céréal Bio,164.0,686.0,20.0,0.0,5.8,0.9,4.1,7.7,0.41,0.164,,3.0,11.6,0.0,Low,Low Sugar,No
3660603081843,Mayonnaise,Bénédicta,653.0,2687.0,2.1,1.3,71.0,5.4,1.2,2.5,1.4,0.56,,4.0,71.3,0.6190476190476191,High,Low Sugar,Yes
5053990101542,pringles hot & spicy,pringles,486.775015857,2065.66666666667,50.0,2.66666666666667,29.0,3.0,6.66666666666667,3.66666666666667,1.2,0.48,,13.3333333333333,0.0,0.0533333333333334,Moderate,Low Sugar,No
8410076610614,Sweet & saltynut,Nature Valley,143.0,598.0,12.9,5.8,7.8,2.4,3.7,3.3,0.31,0.124,,4.0,39.0,0.44961240310077516,Low,Low Sugar,Yes
5449000203823,Pulpy pècne,"Cappy, Coca-Cola",34.0,143.0,7.9,7.9,0.0,0.0,0.0,2.5,0.01,0.004,,4.0,5.5,1.0,Low,Low Sugar,Yes
8480000868091,Cocktail Natural,Hacendado,651.0,2689.0,14.6,5.2,58.8,20.5,20.4,9.0,0.0,0.0,,1.0,0.2653808593749965,0.35616438356164387,High,Low Sugar,No
3270160062454,Pommes noisettes,Picard,185.0,773.0,24.0,0.5,8.2,0.7,2.3,2.9,0.4,0.16,,4.0,0.0,0.020833333333333332,Low,Low Sugar,Yes
3154230809517,HERTA LE BON PARIS Jambon sel réduit x4 - 140g,Herta,108.571428571429,431.0,0.0,0.0,2.0,1.0,21.0,0.0,1.41,0.564,,4.0,0.0736669921875001,0.0,Low,Low Sugar,Yes
3220035217007,Sucre cassonade,Saint louis,396.0,1683.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,Moderate,High Sugar,No
3229820804118,Noisette sans sucres,Bjorg,51.0,216.3,1.9,0.5,4.2,0.4,1.4,0.6,0.05,0.02,,3.0,6.5,0.2631578947368421,Low,Low Sugar,No
7311070019780,Rollitos de canela IKEA,Rügen,373.0,1559.0,52.0,19.0,14.0,2.5,7.3,0.0,0.76,0.304,,4.0,11.9188425164474,0.36538461538461536,Moderate,Low Sugar,Yes
4000177158319,Multivitamin Capri-Sun,Capri-Sun,31.0,130.0,7.3,7.3,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.7027027027027,1.0,Low,Low Sugar,Yes
3017760635295,Granola l'original,Lu,491.0,2058.0,62.0,28.0,23.0,12.0,5.9,3.5,1.2,0.48,,4.0,0.0,0.45161290322580644,Moderate,Moderate Sugar,Yes
5050083739811,Céréales Special K Kellogg's Nature,Kellogg's,375.0,1588.0,79.0,15.0,1.5,0.3,9.0,4.5,1.0,0.4,,3.0,0.0,0.189873417721519,Moderate,Low Sugar,No
3229820793689,Soja vanille,Bjorg,50.0,210.6,3.9,3.7,2.1,0.4,3.4,1.1,0.07,0.028,,4.0,7.0,0.9487179487179488,Low,Low Sugar,Yes
8480000125866,Chocolate negro 99% cacao,Hacendado,610.0,2517.0,8.0,1.0,54.0,34.0,15.0,16.0,0.19,0.076,,3.0,0.0,0.125,High,Low Sugar,No
3445850024023,Sel moulu de Guérande,Le Guérandais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,34.0,,2.0,0.0,0.0,Low,Low Sugar,No
3033491485763,HIPRO Saveur Vanille-Cookie,HiPRO,58.0,246.0,5.3,5.1,0.4,0.3,8.3,2.5,0.17,0.068,,4.0,0.0,0.9622641509433962,Low,Low Sugar,Yes
3023290027332,Skyr Nature,Siggi's,52.0,221.0,3.5,3.5,0.0,0.0,9.5,2.5,0.1,0.04,,3.0,0.0,1.0,Low,Low Sugar,No
8722700027775,"Soupe Thai  (Nouilles, champignons et pousses de soja)  د تای سوپ",KNORR,286.0,1194.0,16.96,4.4,6.95,1.6,6.5,2.5,0.355,0.138,,4.0,0.2653808593749965,0.25943396226415094,Low,Low Sugar,Yes
3322680010801,Whaou - 8 Crêpes Chocolat,Whaou,465.625,1950.0,59.375,37.5,21.875,5.625,6.5625,2.5,0.65625,0.2625,,12.5,0.0,0.631578947368421,Moderate,Moderate Sugar,No
3181232138451,Maxi Cheese Burger,Charal,256.0,1042.0,20.0,5.9,13.0,4.8,13.0,2.5,1.38,0.552,,4.0,6.84375,0.29500000000000004,Low,Low Sugar,Yes
6111032009412,Danone max red fruit,Danone,51.9,217.0,0.0,9.3,1.0,0.85,1.4,0.0,0.0,0.0,,4.0,0.0,0.0,Low,Low Sugar,Yes
6111126005702,Chergui protéine vanille,Chergui,58.8888888888889,255.588888888889,5.51111111111111,1.08933333333333,0.7,0.0664444444444444,8.0,2.5,0.0666911111111111,0.0266764444444444,,4.0,0.0,0.19766129032258006,Low,Low Sugar,Yes
6111242926806,FRUT MAX,MARRAKECH,38.0,1194.0,9.5,7.9,0.0,0.0,0.0,2.5,0.25,0.1,,4.0,0.2653808593749965,0.8315789473684211,Low,Low Sugar,Yes
0769503575261,Filets De Maquereaux À L’huile Végétale,Marsa,217.2,1194.0,0.5,4.4,11.6,1.6,27.1,2.5,11.4075,4.563,,3.0,0.2653808593749965,8.8,Low,Low Sugar,No
8402001012051,Yogur griego ligero,Hacendado,60.0,254.0,4.7,0.0,2.0,1.4,5.8,0.0,0.0,0.0,,4.0,0.0,0.0,Low,Low Sugar,Yes
6111126001681,Yaourt Jnane,Chergui,102.0,411.700000055134,14.0,13.680000305176,0.10000000149012,0.0099999997764826,10.0,2.5,0.355,0.138,,4.0,0.0,0.9771428789411428,Low,Low Sugar,Yes
5900951313592,Twix,Twix,492.0,2073.36,65.2,45.2,23.8,17.3,4.2,1.62,0.49,0.196,,4.0,0.0,0.6932515337423313,Moderate,High Sugar,Yes
8001665726573,Pâtes fraîches jambon cru,Rana,293.0,1227.0,39.0,4.0,8.3,3.2,15.0,2.2,1.5,0.6,,4.0,0.0,0.10256410256410256,Low,Low Sugar,Yes
5038862130929,FA-BU-BLEU,Innocent,41.0,172.0,10.0,9.3,0.0,0.0,0.0,2.5,0.0,0.0,,1.0,92.9833333333333,0.93,Low,Low Sugar,No
4008400402222,Nutella,Ferrero,539.0,2252.0,57.5,56.3,30.9,10.6,6.3,3.0,0.11,0.044,,4.0,13.0,0.9791304347826086,High,High Sugar,Yes
20656935,Pétillante saveur Citron,Saskia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004,,4.0,0.0,0.0,Low,Low Sugar,Yes
3018930004903,Bretzels d'Alsace maxi,"Dr. Oetker, Ancel",399.0,1685.0,73.0,1.8,6.4,0.6,10.0,4.6,2.5,1.0,,3.0,0.0,0.024657534246575342,Moderate,Low Sugar,No
3564700014660,Emmental râpé,"Marque Repère, Les Croisés, Scamark (Filiale E. Leclerc)",371.0,1532.0,0.5,0.5,29.0,21.0,27.0,0.5,0.83,0.332,,3.0,0.0,1.0,Moderate,Low Sugar,No
20003548,,"Choco Nussa,Lidl",551.0,2293.1,57.3,56.1,33.3,6.4,3.7,3.0,0.075,0.012,,4.0,28.0416666666667,0.9790575916230367,High,High Sugar,Yes
3175680013231,"Gerblé - Choco Hazelnut Filled Cake, 200g (7.1oz)",Gerblé,477.0,1997.4,60.0,31.0,22.0,3.2,7.4,4.7,0.1775,0.071,,4.0,14.9875,0.5166666666666667,Moderate,Moderate Sugar,Yes
3270190020936,Fromage Blanc Nature 0%,Carrefour Classic,48.0,204.0,4.5,4.0,0.0,0.0,7.5,0.0,0.09,0.036,,3.0,0.0,0.8888888888888888,Low,Low Sugar,No
3250392550301,Pain grillé au blé complet - BIO,Chabrior,391.0,1628.0,72.0,4.5,4.4,0.5,11.0,6.8,1.4,0.56,,3.0,0.0,0.0625,Moderate,Low Sugar,No
3229820791845,Soja cuisine semi-épais bio,Bjorg,190.0,783.0,2.9,2.3,18.0,1.7,3.3,1.4,0.18,0.072,,4.0,31.5,0.793103448275862,Low,Low Sugar,Yes
3273220504055,Fromage blanc,Vrai,76.0,318.5,3.7,3.7,3.6,2.4,7.2,2.5,0.1,0.04,,3.0,0.0,1.0,Low,Low Sugar,No
8480000505460,Havarti light,Hacendado,267.0,1115.2,1.6,1.2,17.0,12.0,27.0,0.0,0.0115,0.0046,,3.0,0.0,0.7499999999999999,Low,Low Sugar,No
3019081238704,Sardines à la tomate,Parmentier,181.0,748.7,3.1,1.3,11.0,3.1,17.0,2.5,1.2,0.48,,3.0,4.4,0.41935483870967744,Low,Low Sugar,No
3175681263130,Biscuits caramel épeautre,Gerblé,437.0,1833.0,62.0,17.0,15.0,1.4,9.2,8.5,0.44,0.176,,4.0,0.0,0.27419354838709675,Moderate,Low Sugar,Yes
8710637105390,Wraps Multigrains,"Gruma,Mission Wrap",312.0,1316.0,52.0,1.0,7.0,0.9,7.3,6.4,0.92,0.368,,4.0,0.0,0.019230769230769232,Moderate,Low Sugar,Yes
3302740030932,"Parmentier de saumon, sauce ricotta épinards",Fleury Michon,130.0,545.0,9.5,1.5,7.2,3.6,6.4,1.0,0.67,0.268,,3.0,6.705,0.15789473684210525,Low,Low Sugar,No
5410188024647,Gazpacho l'original,Alvalle,40.0,168.0,3.5,3.3,2.2,0.4,0.9,1.2,0.62,0.248,,3.0,0.2653808593749965,0.9428571428571428,Low,Low Sugar,No
3250392538811,SIROP D'AGAVE BIO 250mL,"Intermarché, Regain",46.95,1331.0,76.9,73.8,0.0,0.0,0.02,0.0,0.2,0.08,,1.0,0.0,0.9596879063719115,Low,High Sugar,No
3497917000136,Chips Paysanne,Brets,530.0,2259.0,51.0,0.4,34.0,2.0,6.0,4.0,1.0,0.4,,3.0,0.0,0.00784313725490196,High,Low Sugar,No
3478820023757,Lentilles cuisinées aux petits légumes,Jardin BiO étic,19.0,318.0,9.4,0.7,0.9,0.2,5.7,3.5,0.71,0.284,,3.0,24.5485272815065,0.07446808510638298,Low,Low Sugar,No
6130760003349,جبن طازج,Soummam,85.0,357.9,3.7,3.7,4.5,3.06,7.5,2.5,0.1,0.04,,4.0,0.2653808593749965,1.0,Low,Low Sugar,Yes
4001724039112,Pizza,Dr. Oetker Ristorante,67.9988150701531,1017.8,23.0,2.8,12.0,3.9,10.0,1.6,1.0,0.4,,3.0,34.38671875,0.1217391304347826,Low,Low Sugar,No
6111126001582,Lait fermenté,الشرقي,48.0,202.6,5.0,3.4,1.8,0.013,3.0,2.5,0.325,0.13,,1.0,0.0,0.6799999999999999,Low,Low Sugar,No
6111126000424,Raib banan sghir,CHERGUI,76.0,1194.0,13.0,13.0,1.6,0.0,2.5,2.5,0.0,0.0,,4.0,0.2653808593749965,1.0,Low,Low Sugar,Yes
8801073116467,Buldak HOT Chicken Flavour Ramen Carbonara Flavour,Samyang,328.461538461538,1787.0,66.0,5.0,15.0,6.0,7.0,2.0,3.0,1.2,,4.0,0.0,0.07575757575757576,Moderate,Low Sugar,Yes
20840273,Brioche tranchée,Maître Jean Pierre,357.0,1500.1,53.2,10.1,12.4,3.6,7.3,1.6,1.03,0.412,,4.0,4.8791015625,0.18984962406015035,Moderate,Low Sugar,Yes
8480000180025,Atún claro en aceite de oliva,HACENDADO,446.25,1038.3,0.9,0.3,18.0,2.9,21.0,2.5,0.54,0.216,,3.0,12.635,0.3333333333333333,Moderate,Low Sugar,No
3045320083453,Pomme vanille,Andros,86.0,362.0,20.0,20.0,0.1,0.0,0.3,1.7,0.0,0.0,,4.0,88.0,1.0,Low,Low Sugar,Yes
7613036012249,NESQUIK Poudre Cacaotée boîte 500g,Nestlé,286.0,1194.0,16.96,4.4,6.95,1.6,6.5,2.5,0.355,0.138,,4.0,0.2653808593749965,0.25943396226415094,Low,Low Sugar,Yes
3168930009788,Quaker Cruesli Chocolat noisette,"Cruesli,PepsiCo,QUAKER,Quarker",446.0,1847.0,62.0,16.0,16.0,2.5,7.4,10.0,0.0,0.0,,4.0,2.3203125,0.25806451612903225,Moderate,Low Sugar,Yes
8002470030923,Huile d'olive vierge extra Classico,Carapelli,821.0,3374.0,0.0,0.0,91.0,13.0,0.0,2.5,0.0,0.0,,2.0,100.0,0.0,High,Low Sugar,No
3560070792368,Croustillant Nature,"Carrefour BIO, Carrefour",447.0,1880.0,69.0,16.0,13.0,1.4,8.9,8.1,0.01,0.004,,3.0,0.0,0.2318840579710145,Moderate,Low Sugar,No
3270190212980,Carottes râpées au jus de citron de sicile,Carrefour,94.0,389.0,4.7,4.4,7.3,0.5,0.9,3.0,0.59,0.272,,4.0,90.966015625,0.9361702127659575,Low,Low Sugar,Yes
8076809513692,Napoletana,Barilla,9.25,280.5,6.2,5.2,3.7,0.4,1.4,1.8,0.96,0.384,,4.0,87.8,0.8387096774193549,Low,Low Sugar,Yes
3272770014168,Saint Moret bio,"ST MÔRET, Savencia",238.0,982.0,3.7,3.7,22.0,16.0,6.2,2.5,1.0,0.4,,4.0,0.0,1.0,Low,Low Sugar,Yes
3292070005178,Tarama Extra,"Delabli, l'atelier Blini",483.0,1995.6,7.8,1.0,46.5,3.4,8.1,0.6,1.11,0.444,,4.0,50.166875,0.12820512820512822,Moderate,Low Sugar,Yes
